Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Customer Segment,Device Used,Delivery Delay (Days),Customer Satisfaction Comment
690,68,F,Bag,Fashion,700,Germany,XL,Green,Autumn,4.4,,Standard,FALSE,,35,Transfer,Very High,,,6,
691,57,F,Watch,Fashion,1270,China,L,Green,Spring,4.5,,Standard,TRUE,,33,Crypto,Low,Churn Risk,Tablet,12,
692,54,Male,,Clothing,1332,France,L,Blue,Harmattan,2.1,,Pickup,No,WELCOME,10,card,Very High,VIP,Tablet,8,Good
693,29,M,Laptop,Fashion,1521,India,,White,,3.4,Active,Same Day,TRUE,NONE,0,Cash,,VIP,Mobile,-1,Bad
694,46,Female,Shoes,Gadgets,1748,Nigeria,S,,Autumn,4.2,,,,,30,card,Very High,New,Desktop,3,
695,20,,Shoes,Clothing,574,France,L,,Spring,1.3,,Same Day,Yes,NONE,8,Cash,,Returning,mobile,-2,
696,50,M,Bag,Fashion,787,UK,,Blue,Summer,3.3,Active,Pickup,,WELCOME,27,Transfer,Medium,Churn Risk,Mobile,7,Late delivery
697,38,Male,Shoes ,Clothing,972,UK,L,Green,Harmattan,4.9,Active,Pickup,FALSE,PROMO10,14,Transfer,Low,Returning,mobile,1,Good
698,44,Other,Laptop,Fashion,1939,UK,XL,Blue,,2.5,No,Pickup,Yes,NONE,15,Transfer,High,New,Tablet,0,Excellent
699,58,M,Shoes,Electronics,153,France,M,Blue,Winter,3.9,Inactive,Same Day,TRUE,PROMO10,46,,Low,Returning,mobile,-1,Late delivery
700,26,Male,Shoes ,Electronics,580,China,m,Green,Spring,4.2,Yes,Express,TRUE,SALE20,45,,Medium,,Mobile,5,
701,33,Female,,Fashion,473,UK,,White,Winter,4.0,Inactive,Same Day,Yes,SALE20,46,Card,,Returning,Tablet,12,Late delivery
702,62,Other,Watch,Clothing,139,UK,XL,Blue,Winter,4.8,No,Express,,NONE,46,Cash,Medium,Churn Risk,Desktop,6,Excellent
703,27,F,Shoes,Gadgets,824,Germany,XL,Black,Spring,4.1,Active,Standard,Yes,WELCOME,29,,Low,VIP,mobile,-2,Will buy again
704,24,Male,,Electronics,23,France,XXL,Black,Summer,4.7,Inactive,Same Day,,WELCOME,44,card,Very High,VIP,Desktop,8,
705,25,F,,Clothing,897,France,m,Blue,Harmattan,1.9,Inactive,,No,PROMO10,4,card,Low,VIP,Tablet,3,
706,59,Other,Watch,Gadgets,602,India,XXL,Green,Summer,3.4,Yes,Express,No,PROMO10,28,Transfer,Low,,Desktop,12,
707,32,Male,Shoes,Clothing,690,India,XL,Black,Autumn,2.5,Active,Express,Yes,NONE,22,Card,,Churn Risk,Desktop,-1,Excellent
708,53,Male,,Fashion,554,UK,XXL,,Summer,3.9,No,,TRUE,,12,Crypto,Very High,Returning,Mobile,11,Bad
709,22,Other,,Electronics,145,Germany,S,Blue,,1.6,Inactive,Pickup,FALSE,PROMO10,1,Card,Low,New,Desktop,9,
710,61,Female,Bag,Electronics,1328,Nigeria,L,Green,Summer,1.7,Active,Standard,,SALE20,35,card,Very High,Churn Risk,Mobile,13,Bad
711,28,Male,Shirt,Electronics,410,Nigeria,m,Black,Summer,1.5,Active,,FALSE,NONE,34,,,Churn Risk,,12,Excellent
712,55,Other,Laptop,Fashion,1739,USA,,White,Winter,2.1,No,Same Day,TRUE,PROMO10,18,Transfer,High,New,mobile,10,
713,57,M,Shirt,Gadgets,504,USA,,Green,Winter,1.7,Inactive,Express,FALSE,,8,Cash,High,Churn Risk,,3,
714,24,F,Phone,Gadgets,39,India,XL,Black,Spring,4.1,Inactive,,FALSE,,7,Card,Low,VIP,mobile,3,
715,65,Male,Laptop,,1671,Germany,M,Red,Winter,3.3,Yes,Pickup,,NONE,34,Transfer,Medium,Returning,Mobile,8,Excellent
716,42,M,Watch,,1767,UK,XXL,,Spring,2.5,Yes,,No,,26,card,Very High,Churn Risk,mobile,6,Late delivery
717,17,Male,Headset,Electronics,1395,India,,red,Summer,1.8,No,Pickup,No,PROMO10,10,Transfer,High,VIP,,2,
718,20,Female,Shirt,,660,UK,S,Red,,4.2,Yes,Pickup,,SALE20,41,Crypto,Medium,New,,0,Will buy again
719,44,Other,Shirt,Gadgets,1457,UK,XXL,Green,Winter,4.5,Inactive,,,SALE20,20,Cash,Very High,VIP,Desktop,3,Good
720,52,Male,Shoes ,,660,Canada,S,Black,Winter,4.4,No,Standard,FALSE,NONE,47,Card,Medium,New,mobile,10,Good
721,53,Other,shirt,,1734,Germany,m,White,Autumn,4.7,Inactive,Express,,PROMO10,22,card,Medium,,Mobile,12,Will buy again
722,34,,Phone,Electronics,362,China,S,Green,Harmattan,4.2,Inactive,Standard,FALSE,SALE20,49,Card,Low,New,,9,
723,23,Male,Headset,Gadgets,1877,,m,Green,Harmattan,3.5,Active,Same Day,Yes,SALE20,31,Transfer,Medium,Returning,Mobile,2,
724,63,Female,shirt,Electronics,1706,Germany,m,,Summer,2.7,Yes,Pickup,FALSE,,11,Transfer,,VIP,mobile,11,
725,60,Female,Shoes,Gadgets,28,China,,White,Summer,2.2,Inactive,Standard,,NONE,19,card,Medium,VIP,Desktop,11,Will buy again
726,16,M,Shoes ,Clothing,986,UK,S,red,Harmattan,1.0,Active,,No,SALE20,26,Cash,High,Churn Risk,mobile,3,
727,37,Female,,Electronics,438,India,XL,Blue,Spring,4.3,,Pickup,TRUE,WELCOME,8,,Medium,,Tablet,7,Late delivery
728,67,Other,,,219,UK,L,Blue,Spring,2.7,No,Express,TRUE,WELCOME,32,Card,Very High,,Desktop,1,
729,32,,shirt,,368,UK,XL,White,Harmattan,4.5,Yes,Standard,No,SALE20,48,Cash,Medium,Returning,Mobile,4,Good
730,22,Female,shirt,Electronics,471,Canada,L,White,Autumn,2.3,Active,Express,TRUE,NONE,41,Transfer,,Returning,mobile,0,Excellent
731,40,Male,,,829,USA,M,Black,Winter,2.4,Yes,Pickup,Yes,WELCOME,6,Cash,Medium,New,Tablet,14,
732,60,Female,Headset,Accessories,240,India,,White,Autumn,1.1,Active,Standard,,PROMO10,30,Card,Low,VIP,,12,
733,19,,,Electronics,1151,France,XXL,red,Autumn,2.9,Inactive,Pickup,Yes,NONE,20,Cash,,,mobile,11,Bad
734,51,Other,Bag,Gadgets,572,UK,XL,Red,Autumn,3.0,Inactive,Pickup,TRUE,SALE20,14,Transfer,Very High,VIP,mobile,8,
735,21,Male,Phone,Clothing,602,Nigeria,XXL,Red,Winter,3.6,Yes,Pickup,Yes,,19,Cash,Very High,Churn Risk,Desktop,14,Late delivery
736,46,M,Shirt,Clothing,469,UK,m,Blue,Spring,4.0,Active,Express,,,39,Cash,Very High,VIP,Mobile,6,Late delivery
737,34,M,,Gadgets,1862,Canada,XXL,Red,Spring,2.4,Inactive,Express,No,PROMO10,16,card,Medium,VIP,Tablet,1,
738,59,M,Bag,Fashion,1106,Nigeria,m,Red,Spring,4.7,Inactive,Express,No,WELCOME,31,Card,Medium,Churn Risk,Desktop,0,Late delivery
739,69,Male,,,608,China,m,red,,2.8,Yes,Express,No,WELCOME,21,card,Very High,Churn Risk,,2,Good
740,54,M,Headset,Electronics,1361,USA,M,Black,Autumn,3.3,Yes,Same Day,,NONE,44,,,Returning,,4,Late delivery
741,42,Female,Shoes,Clothing,1276,UK,XXL,Blue,Summer,3.4,No,Same Day,TRUE,WELCOME,9,,Medium,Churn Risk,Tablet,1,
742,25,Male,Bag,Gadgets,1642,Germany,L,Black,Autumn,4.5,Active,Pickup,,NONE,41,Card,Low,Returning,mobile,7,Will buy again
743,41,Male,Phone,Clothing,1365,,XL,Green,Summer,3.8,No,,TRUE,SALE20,8,Crypto,Medium,New,mobile,10,Good
744,34,Male,Laptop,Clothing,77,France,M,red,Winter,2.4,,Same Day,,SALE20,12,Crypto,Medium,VIP,Desktop,6,Late delivery
745,54,F,Bag,Gadgets,834,UK,m,Red,Harmattan,3.8,Inactive,Standard,TRUE,NONE,2,Transfer,High,,Tablet,-1,Bad
746,18,Other,Watch,Accessories,748,UK,,Red,Autumn,4.6,Active,,Yes,WELCOME,24,Crypto,Low,VIP,,0,Late delivery
747,60,F,Watch,Clothing,1554,China,m,Black,Spring,4.3,No,,,WELCOME,14,Cash,Low,Churn Risk,Tablet,4,Late delivery
748,28,F,Laptop,Clothing,1734,Canada,L,Green,Summer,1.2,,,,PROMO10,8,,,New,Tablet,4,
749,65,F,shirt,Fashion,238,Germany,m,,Spring,1.3,Yes,Pickup,TRUE,,13,Card,Medium,,mobile,8,Good
750,43,Other,Watch,Accessories,1216,Canada,L,red,Autumn,3.7,,Standard,TRUE,,48,Transfer,High,Churn Risk,mobile,13,Late delivery
751,35,F,shirt,Fashion,1305,,m,Red,Winter,4.9,Active,Same Day,Yes,NONE,29,,Very High,Returning,,11,Late delivery
752,43,M,,Gadgets,423,China,m,White,Winter,3.4,Active,Pickup,FALSE,PROMO10,30,Transfer,High,VIP,Mobile,7,Late delivery
753,23,Male,,,1570,India,M,Black,Summer,2.7,,Standard,TRUE,NONE,10,Crypto,Very High,Churn Risk,Tablet,6,Will buy again
754,56,Male,Shirt,Electronics,427,Canada,M,Blue,Spring,3.3,No,Standard,No,,17,Cash,Very High,Churn Risk,Mobile,1,
755,54,Female,Watch,Gadgets,29,,XXL,Green,Harmattan,2.8,Yes,Express,No,,2,,Very High,VIP,Tablet,9,Excellent
756,16,,Laptop,Accessories,1456,China,S,red,,1.9,Inactive,Standard,Yes,,43,Transfer,,Churn Risk,Tablet,9,
757,18,M,Shirt,,1215,China,m,Red,Summer,2.1,Inactive,Pickup,Yes,NONE,16,Cash,Low,,Desktop,5,Excellent
758,28,Other,Phone,Gadgets,1771,USA,L,Red,Winter,2.2,Inactive,Same Day,FALSE,NONE,0,card,Low,Churn Risk,mobile,9,Good
759,43,,Bag,Accessories,359,Germany,m,Blue,Summer,3.4,Inactive,,No,WELCOME,22,,,VIP,Tablet,5,Good
760,64,Male,Watch,,1162,France,L,Red,Winter,4.3,Yes,Pickup,TRUE,NONE,39,Transfer,Very High,Churn Risk,Tablet,-1,Late delivery
761,40,F,Shoes ,Fashion,1159,France,,White,,1.2,Active,Standard,TRUE,NONE,6,Transfer,Low,New,,6,Late delivery
762,48,Female,Laptop,Clothing,1960,,S,red,Autumn,3.1,Inactive,Pickup,TRUE,,21,Cash,Low,Churn Risk,,13,Will buy again
763,53,Female,Laptop,Gadgets,116,Canada,L,White,Autumn,3.1,Active,Pickup,No,WELCOME,36,Card,Low,Churn Risk,Mobile,8,Bad
764,68,Male,Phone,Gadgets,1907,India,m,Green,Autumn,4.8,Yes,,TRUE,PROMO10,3,,High,,Mobile,14,Late delivery
765,21,M,Watch,,645,,XL,White,,4.3,Inactive,Same Day,No,WELCOME,22,Cash,,Returning,Desktop,1,Excellent
766,59,,Headset,Clothing,1446,Germany,XXL,Green,Winter,2.6,,Express,,PROMO10,14,Card,Medium,Returning,mobile,-2,
767,60,Female,Watch,Gadgets,581,France,XXL,Green,Autumn,3.4,Active,Express,FALSE,NONE,7,Card,,New,,10,Will buy again
768,47,Male,Headset,Gadgets,30,Nigeria,XL,Black,Autumn,3.6,Yes,Express,,,26,Transfer,Very High,New,Mobile,7,Bad
769,60,M,shirt,,534,India,S,Red,Harmattan,3.7,Yes,,Yes,,6,Transfer,High,Churn Risk,Desktop,10,
770,62,Male,Laptop,Electronics,936,Germany,M,Red,Harmattan,4.6,No,Standard,FALSE,PROMO10,31,Card,Low,VIP,Mobile,7,Late delivery
771,36,Male,,,1674,Canada,L,White,Spring,3.3,No,,Yes,NONE,18,Transfer,,Churn Risk,Desktop,1,Good
772,31,M,Shoes,,1743,UK,L,,Summer,1.9,Active,,,,20,,Medium,Churn Risk,Mobile,0,
773,69,M,shirt,,1794,Nigeria,M,,Harmattan,3.6,Inactive,Pickup,,PROMO10,5,Transfer,,New,Mobile,-1,Will buy again
774,36,M,Headset,Electronics,944,Germany,M,Red,Summer,1.9,No,,No,PROMO10,10,Transfer,High,New,Mobile,12,Bad
775,26,Male,Laptop,Clothing,1580,UK,S,Green,Summer,1.5,Active,Pickup,FALSE,WELCOME,12,Transfer,Medium,New,Tablet,-2,Will buy again
776,52,Female,,Fashion,1058,China,m,Green,Summer,3.4,Inactive,Pickup,Yes,SALE20,43,card,High,Churn Risk,Tablet,9,Bad
777,51,Other,Shoes ,Gadgets,594,Canada,L,red,Spring,2.1,No,Express,Yes,,14,,Low,Churn Risk,Tablet,12,Bad
778,50,Other,Headset,,1870,UK,M,red,Summer,3.5,Active,Standard,Yes,SALE20,45,Transfer,Medium,VIP,Desktop,3,Excellent
779,34,Male,Shirt,Gadgets,765,Nigeria,L,Blue,Winter,4.3,Yes,Express,,NONE,0,Transfer,Medium,Churn Risk,Mobile,9,
780,35,Male,Shoes,Fashion,1315,USA,m,Red,Harmattan,1.6,Active,Standard,,,4,Cash,Very High,Churn Risk,mobile,2,
781,33,Female,shirt,Gadgets,1470,USA,XL,Red,Winter,1.2,,Express,No,NONE,49,Transfer,Medium,Churn Risk,,8,
782,62,M,Headset,Fashion,1467,Nigeria,,red,Winter,1.3,No,,,PROMO10,46,Crypto,,New,Desktop,2,Will buy again
783,56,Male,,Clothing,168,China,m,White,,4.9,Inactive,Same Day,,NONE,11,card,Medium,,Tablet,-1,Bad
784,64,F,Shoes,Clothing,339,Germany,M,White,Winter,1.4,,Express,No,,47,card,Low,,,13,Late delivery
785,29,M,Laptop,Fashion,418,USA,S,Black,Summer,4.7,Inactive,Same Day,TRUE,NONE,39,Cash,,,Desktop,8,
786,30,Male,Phone,Fashion,1588,China,S,White,Summer,4.9,Yes,Standard,No,WELCOME,2,Crypto,Very High,,mobile,1,Will buy again
787,46,F,Phone,Accessories,594,Germany,m,,Summer,1.3,Yes,Express,TRUE,NONE,11,Transfer,,New,Mobile,5,Good
788,16,,Phone,Electronics,627,Germany,L,Green,Autumn,3.1,,Standard,No,PROMO10,24,Cash,,Returning,Tablet,9,
789,68,Female,Bag,Electronics,1371,USA,L,Green,Summer,3.8,No,Express,No,SALE20,16,Cash,High,VIP,mobile,4,Excellent
790,69,F,Phone,,1813,China,m,Red,Harmattan,1.1,Yes,Same Day,TRUE,WELCOME,10,Transfer,Medium,,mobile,-2,
791,69,Male,Laptop,Gadgets,287,UK,S,red,Summer,3.1,,Express,Yes,NONE,26,Cash,Very High,VIP,Tablet,12,Good
792,18,Other,Phone,Gadgets,368,Canada,L,Blue,,2.7,Inactive,Express,FALSE,NONE,14,Cash,High,New,,2,Will buy again
793,31,Male,Headset,Fashion,258,Germany,S,red,Harmattan,3.0,,Pickup,Yes,,21,card,Medium,VIP,Mobile,11,
794,38,Other,Phone,,1475,,XXL,Red,,3.2,,,,SALE20,9,Cash,Medium,New,Tablet,3,
795,26,Female,Shoes ,Fashion,1666,USA,S,,Harmattan,3.9,,Express,No,SALE20,49,Transfer,Low,New,Tablet,13,Will buy again
796,27,Female,Shoes ,Electronics,1426,China,m,Blue,Spring,1.5,Inactive,Pickup,Yes,WELCOME,19,Cash,Very High,,Tablet,7,Good
797,25,M,Bag,,926,Germany,,White,Autumn,5.0,No,,No,WELCOME,46,Card,Medium,VIP,,6,
798,47,M,Phone,,175,,m,,,2.1,No,Same Day,Yes,WELCOME,39,Crypto,High,,,13,Good
799,31,Other,Laptop,Gadgets,207,,XXL,Black,Summer,4.9,No,Pickup,No,PROMO10,44,card,Low,Returning,Tablet,6,Excellent
800,23,Other,Phone,Electronics,490,UK,,,,3.7,Inactive,Pickup,TRUE,WELCOME,23,Transfer,Medium,Returning,,-2,Good
801,53,Female,Shoes ,Clothing,1669,,,Black,Winter,3.7,,Express,FALSE,WELCOME,41,Cash,Low,,Tablet,8,
802,27,F,Laptop,Electronics,284,India,XL,Black,Summer,4.7,,Same Day,No,SALE20,14,Transfer,High,VIP,Desktop,1,Late delivery
803,39,Other,Phone,Electronics,408,,m,White,Summer,4.5,Yes,,Yes,SALE20,29,Card,High,New,,6,Excellent
804,43,Other,Headset,Fashion,1484,India,XL,Blue,,1.9,No,Same Day,,,20,Cash,Medium,Returning,,0,Bad
805,68,F,Bag,Gadgets,1036,China,,,Harmattan,3.8,Active,Same Day,TRUE,SALE20,11,Crypto,Very High,New,Tablet,0,
806,23,M,Watch,Clothing,802,Canada,,Red,,3.0,,Standard,,SALE20,7,Crypto,High,New,Tablet,9,Good
807,43,M,shirt,Electronics,1410,Germany,XL,red,Spring,3.0,Yes,Same Day,No,NONE,47,Card,Very High,VIP,Desktop,8,Good
808,51,Other,Laptop,Electronics,22,France,M,,,1.1,No,,Yes,WELCOME,13,card,,,,7,
809,41,M,Laptop,Fashion,1530,Canada,S,,Winter,3.1,No,Express,TRUE,PROMO10,41,card,Very High,New,mobile,1,Will buy again
810,23,M,Watch,,1873,China,XXL,red,,1.4,No,,Yes,NONE,0,Card,Very High,Churn Risk,Tablet,6,Good
811,65,,Watch,Accessories,1150,Germany,,Black,Summer,2.1,Active,,Yes,WELCOME,40,Transfer,Medium,VIP,Tablet,2,Good
812,43,M,Bag,Gadgets,1522,UK,XXL,Red,,1.0,Active,,,SALE20,40,,Low,Churn Risk,Desktop,0,Will buy again
813,43,Female,Shoes,Gadgets,1154,Nigeria,XXL,Black,Winter,2.6,,Standard,TRUE,WELCOME,41,Crypto,High,,,13,Late delivery
814,52,Male,Bag,Gadgets,1907,Nigeria,m,Blue,Winter,4.7,Inactive,Same Day,TRUE,SALE20,22,Cash,Medium,,mobile,6,Will buy again
815,56,Other,Shoes ,Electronics,1768,China,S,White,Harmattan,4.2,,,,PROMO10,8,Cash,High,,Mobile,3,Good
816,51,Other,Shoes ,Electronics,599,UK,m,Blue,Harmattan,1.2,No,Pickup,Yes,,30,card,High,Returning,mobile,8,Will buy again
817,42,Female,Watch,Electronics,1425,Canada,XL,Blue,Spring,3.9,,Same Day,No,,40,Crypto,Very High,VIP,mobile,9,Will buy again
818,69,Male,Headset,,493,India,M,Green,Harmattan,3.9,Active,Pickup,FALSE,,4,Crypto,High,VIP,Mobile,14,
819,32,Male,Shirt,Accessories,436,Nigeria,S,Black,Spring,4.1,Active,,,PROMO10,19,Cash,Low,VIP,Desktop,13,Good
820,24,Female,shirt,Electronics,192,France,m,Blue,,3.6,Inactive,Express,,PROMO10,44,,High,VIP,mobile,12,Bad
821,48,F,Bag,Gadgets,1182,Nigeria,,Green,Spring,1.3,,Standard,Yes,PROMO10,1,card,,New,mobile,9,Good
822,68,F,Shirt,,128,UK,M,Red,Spring,3.6,,Standard,TRUE,,6,Transfer,Low,Churn Risk,Tablet,-1,Excellent
823,35,Male,Phone,Gadgets,1933,Canada,M,Blue,Spring,1.9,Inactive,Pickup,No,WELCOME,31,Transfer,Low,,mobile,3,Good
824,28,F,Shoes,Fashion,1894,India,M,White,Spring,3.4,No,Standard,No,WELCOME,1,Transfer,,Returning,,-1,
825,43,F,Phone,Accessories,1337,USA,S,red,Harmattan,3.7,Inactive,,,SALE20,42,,Very High,New,Tablet,13,Good
826,63,F,,Clothing,611,China,XL,Green,Autumn,1.4,Inactive,Pickup,,,10,Transfer,High,VIP,Mobile,14,Bad
827,44,Male,Laptop,Electronics,126,France,m,red,Winter,2.9,Inactive,,TRUE,,38,card,Medium,Churn Risk,mobile,6,Late delivery
828,28,F,Watch,Clothing,878,USA,XL,red,Harmattan,1.9,Active,,,NONE,12,Transfer,Medium,New,Desktop,6,Late delivery
829,61,Other,Phone,Electronics,1099,UK,L,White,Summer,4.2,Inactive,Pickup,,PROMO10,45,,,New,Tablet,-2,Will buy again
830,50,,shirt,Accessories,909,Canada,XXL,Green,Autumn,4.7,,Express,No,NONE,48,,Low,New,Tablet,0,
831,21,Male,Phone,Accessories,108,France,XXL,Black,Harmattan,3.1,,Pickup,TRUE,,33,card,,,Tablet,4,
832,33,Female,Shoes ,Gadgets,670,Nigeria,XL,red,Harmattan,3.2,Active,,TRUE,WELCOME,31,card,Low,Churn Risk,Desktop,-2,Good
833,66,F,Shirt,Accessories,1784,Germany,XXL,Red,Summer,1.3,Active,,,,38,Crypto,Low,New,Mobile,4,Excellent
834,20,M,Bag,,1399,China,XL,red,Autumn,2.6,Yes,Express,TRUE,,19,Cash,Low,New,Mobile,2,Will buy again
835,62,Male,Bag,,677,India,,red,Harmattan,1.6,No,Pickup,Yes,SALE20,29,card,High,Returning,Mobile,8,
836,40,Female,Bag,Clothing,1189,UK,M,,Autumn,3.8,Active,Same Day,No,NONE,3,Crypto,Medium,New,Tablet,4,
837,17,,Watch,Clothing,893,USA,m,red,Winter,4.8,Yes,Express,FALSE,WELCOME,38,card,High,VIP,,0,Will buy again
838,25,Other,Headset,Accessories,1720,USA,,White,Summer,4.2,Inactive,Same Day,,PROMO10,8,Transfer,Medium,Returning,Tablet,12,Bad
839,45,Female,Headset,Clothing,1708,Germany,L,red,Harmattan,2.6,Yes,Pickup,FALSE,SALE20,17,Card,High,VIP,Mobile,4,Late delivery
840,65,F,Headset,,1416,China,XXL,Blue,,3.7,Yes,Express,TRUE,PROMO10,49,Card,Low,,Mobile,12,
841,60,M,Bag,Electronics,1440,France,,Red,Summer,5.0,Yes,Standard,,SALE20,30,card,,,Tablet,6,Excellent
842,20,F,Shoes,Fashion,1082,France,M,red,,1.2,Yes,Pickup,TRUE,,34,Cash,High,New,mobile,1,
843,48,Female,Watch,,456,India,XXL,red,Winter,2.1,Inactive,Pickup,FALSE,WELCOME,3,Transfer,Low,New,Tablet,4,Good
844,69,Male,Bag,Gadgets,755,Nigeria,L,Red,Harmattan,1.3,No,Express,TRUE,SALE20,10,Crypto,High,Churn Risk,Tablet,4,Bad
845,16,M,Bag,Fashion,1894,UK,S,Blue,Summer,3.6,,Pickup,Yes,PROMO10,6,Crypto,Low,Churn Risk,,3,Good
846,33,M,Bag,Clothing,565,Germany,L,White,Spring,4.4,Yes,Pickup,,WELCOME,27,,Low,Churn Risk,Mobile,9,Good
847,47,Female,shirt,Gadgets,1900,India,M,red,Winter,2.5,Inactive,,No,,41,card,Low,Churn Risk,Mobile,10,Will buy again
848,62,,Laptop,Fashion,884,France,L,red,Autumn,2.6,,,TRUE,PROMO10,26,,High,,mobile,2,Excellent
849,64,,Phone,Fashion,650,Nigeria,M,White,Autumn,2.2,Yes,Same Day,TRUE,PROMO10,3,Card,Very High,Returning,mobile,11,Bad
850,26,F,Bag,Clothing,805,,L,Black,Summer,3.3,,Pickup,No,PROMO10,28,Transfer,High,Churn Risk,,13,Excellent
851,36,Female,,Gadgets,1161,UK,,Green,Summer,1.5,No,Standard,TRUE,WELCOME,30,Cash,Very High,,Tablet,2,Late delivery
852,41,M,Shoes,,983,India,XXL,Red,Winter,1.8,Yes,Pickup,Yes,SALE20,23,Transfer,,Churn Risk,Mobile,2,Late delivery
853,40,Female,Laptop,,150,Nigeria,m,Red,Autumn,1.3,,Pickup,,NONE,12,Crypto,,VIP,mobile,13,Late delivery
854,37,M,Shoes,Gadgets,1159,Nigeria,L,Black,Summer,1.6,Yes,Standard,FALSE,SALE20,28,Transfer,High,Returning,Desktop,7,Will buy again
855,42,F,Headset,Fashion,1382,Nigeria,L,Green,Spring,4.4,,Express,FALSE,WELCOME,4,Crypto,Low,Returning,Mobile,10,Excellent
856,64,Male,Headset,Gadgets,1662,Canada,XL,Green,Spring,1.7,Yes,Express,FALSE,SALE20,23,card,Low,Churn Risk,Desktop,3,
857,28,Male,Laptop,,518,Nigeria,L,Green,Harmattan,2.9,Inactive,,,,2,Card,Low,New,mobile,7,Excellent
858,48,Female,Phone,Gadgets,1093,Nigeria,XXL,Blue,,3.8,Yes,Express,FALSE,NONE,21,card,,Returning,,4,Late delivery
859,49,M,,Electronics,1831,,M,Black,Harmattan,1.8,Active,Pickup,TRUE,WELCOME,47,,Very High,,Tablet,9,Bad
860,56,Male,Headset,Clothing,1463,China,S,Blue,Winter,2.8,Active,Standard,FALSE,WELCOME,49,Cash,Low,,mobile,8,
861,50,M,Watch,,840,Germany,S,Green,Summer,1.9,Active,Pickup,Yes,NONE,22,,Low,New,Desktop,13,Bad
862,16,F,Laptop,Clothing,1063,USA,S,Blue,Winter,4.7,Inactive,Same Day,Yes,,26,Card,,VIP,mobile,13,Will buy again
863,36,Female,Laptop,Electronics,332,India,,Red,Winter,1.1,Active,Standard,Yes,SALE20,14,Cash,Low,Returning,Desktop,0,Excellent
864,63,M,Shirt,Fashion,432,Nigeria,S,Blue,,3.3,Active,Express,FALSE,NONE,41,card,Very High,New,,6,
865,21,Female,,Accessories,801,,m,Blue,Spring,4.5,No,,TRUE,WELCOME,12,,High,Returning,Tablet,14,Bad
866,43,M,Shirt,,1960,Nigeria,M,White,Summer,4.1,Yes,Same Day,,SALE20,7,Crypto,,VIP,,10,
867,32,,Laptop,Fashion,338,UK,m,Black,Autumn,1.9,,Pickup,No,PROMO10,1,card,,Returning,,7,Will buy again
868,20,,Phone,Electronics,1326,France,M,Green,Spring,3.1,No,Pickup,Yes,PROMO10,35,Cash,Medium,VIP,,13,
869,46,M,Laptop,Gadgets,1141,Canada,S,Black,Summer,1.2,,Pickup,FALSE,WELCOME,32,Card,,,Mobile,7,Excellent
870,20,F,Bag,Electronics,1122,USA,,Red,Autumn,2.1,No,Same Day,,PROMO10,29,,,,,1,Excellent
871,53,Female,Shirt,Clothing,630,Germany,L,Green,,2.5,No,Same Day,FALSE,NONE,0,Card,Medium,Returning,Desktop,6,Late delivery
872,18,Other,Laptop,Gadgets,1547,Nigeria,L,Red,Autumn,1.3,,Standard,Yes,,18,Transfer,,New,Desktop,12,Bad
873,68,M,Phone,Fashion,401,Nigeria,m,Blue,Harmattan,1.7,No,Pickup,FALSE,WELCOME,46,Crypto,High,VIP,,1,Good
874,38,M,Shoes,Gadgets,538,France,XL,White,Autumn,4.4,,,Yes,,42,Transfer,Medium,Returning,Desktop,13,Good
875,52,,Shoes,Clothing,61,,M,,Spring,2.9,Yes,Express,Yes,PROMO10,8,Cash,High,VIP,Mobile,9,Will buy again
876,68,Male,Watch,Electronics,1201,India,XL,Green,Harmattan,4.8,Yes,Same Day,Yes,SALE20,36,,High,Churn Risk,Desktop,4,Will buy again
877,52,,Phone,Fashion,698,Canada,XXL,Red,Winter,1.6,Inactive,Express,TRUE,WELCOME,29,Crypto,,VIP,Mobile,13,
878,25,Female,Laptop,Accessories,1030,China,M,Blue,Winter,3.7,Yes,Standard,FALSE,PROMO10,38,Crypto,,New,Desktop,4,Will buy again
879,25,,Shoes,Accessories,460,Nigeria,S,Green,Autumn,4.1,Yes,,No,,16,Card,,Churn Risk,Mobile,0,Will buy again
880,34,Other,Headset,Electronics,829,Germany,S,Green,,4.1,Yes,Same Day,,SALE20,22,Crypto,Very High,VIP,Tablet,3,
881,32,F,Laptop,Fashion,1497,USA,XL,red,Autumn,4.0,No,Standard,FALSE,,49,Crypto,Medium,VIP,Tablet,9,
882,36,Other,Bag,Fashion,122,UK,M,red,Spring,1.7,,Express,No,SALE20,46,card,Medium,Returning,Desktop,10,Bad
883,29,F,Headset,Gadgets,1624,Canada,L,red,Autumn,2.8,No,Standard,No,PROMO10,34,Card,,VIP,Tablet,9,Will buy again
884,24,Other,Shirt,,1871,Nigeria,M,Black,,4.6,No,,TRUE,,24,Cash,High,,Desktop,8,Will buy again
885,61,,,Electronics,1830,Germany,XL,,Summer,3.3,Inactive,Pickup,Yes,PROMO10,6,Transfer,High,,mobile,11,
886,16,Other,Shoes,Gadgets,560,France,XL,,,2.5,Active,Express,,WELCOME,37,card,High,New,Mobile,3,Good
887,66,,Laptop,Electronics,1609,Nigeria,m,Green,Spring,1.1,Yes,Pickup,Yes,SALE20,17,card,Medium,Returning,Tablet,6,Bad
